@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute outputs-1 numeric

@data
722,'2023/11/20 17:51:34:265',13,0,0,0,0,0,0,0,0,?
723,'2023/11/20 17:51:34:281',13,0,0,0,0,0,0,0,0,?
724,'2023/11/20 17:51:34:298',13,0,0,0,0,0,0,0,0,?
725,'2023/11/20 17:51:34:314',13,0,0,0,0,0,0,0,0,?
726,'2023/11/20 17:51:34:332',13,0,0,0,0,0,0,0,0,?
727,'2023/11/20 17:51:34:349',13,0,0,0,0,0,0,0,0,?
728,'2023/11/20 17:51:34:364',13,0,0,0,0,0,0,0,0,?
729,'2023/11/20 17:51:34:381',13,0,0,0,0,0,0,0,0,?
730,'2023/11/20 17:51:34:398',13,0,0,0,0,0,0,0,0,?
731,'2023/11/20 17:51:34:415',13,0,0,0,0,0,0,0,0,?
732,'2023/11/20 17:51:34:432',13,0,0,0,0,0,0,0,0,?
733,'2023/11/20 17:51:34:449',13,0,0,0,0,0,0,0,0,?
734,'2023/11/20 17:51:34:465',13,0,0,0,0,0,0,0,0,?
735,'2023/11/20 17:51:34:484',13,0,0,0,0,0,0,0,0,?
736,'2023/11/20 17:51:34:499',13,0,0,0,0,0,0,0,0,?
737,'2023/11/20 17:51:34:515',13,0,0,0,0,0,0,0,0,?
738,'2023/11/20 17:51:34:531',13,0,0,0,0,0,0,0,0,?
739,'2023/11/20 17:51:34:549',13,0,0,0,0,0,0,0,0,?
740,'2023/11/20 17:51:34:564',13,0,0,0,0,0,0,0,0,?
741,'2023/11/20 17:51:34:582',13,0,0,0,0,0,0,0,0,?
742,'2023/11/20 17:51:41:714',14,0,0,0,0,0,0,0,0,?
743,'2023/11/20 17:51:41:732',14,0,0,0,0,0,0,0,0,?
744,'2023/11/20 17:51:41:748',14,0,0,0,0,0,0,0,0,?
745,'2023/11/20 17:51:41:767',14,0,0,0,0,0,0,0,0,?
746,'2023/11/20 17:51:41:782',14,0,0,0,0,0,0,0,0,?
747,'2023/11/20 17:51:41:798',14,0,0,0,0,0,0,0,0,?
748,'2023/11/20 17:51:41:815',14,0,0,0,0,0,0,0,0,?
749,'2023/11/20 17:51:41:832',14,0,0,0,0,0,0,0,0,?
750,'2023/11/20 17:51:41:848',14,0,0,0,0,0,0,0,0,?
751,'2023/11/20 17:51:41:866',14,0,0,0,0,0,0,0,0,?
752,'2023/11/20 17:51:41:882',14,0,0,0,0,0,0,0,0,?
753,'2023/11/20 17:51:41:899',14,0,0,0,0,0,0,0,0,?
754,'2023/11/20 17:51:41:916',14,0,0,0,0,0,0,0,0,?
755,'2023/11/20 17:51:41:933',14,0,0,0,0,0,0,0,0,?
756,'2023/11/20 17:51:41:949',14,0,0,0,0,0,0,0,0,?
757,'2023/11/20 17:51:41:966',14,0,0,0,0,0,0,0,0,?
758,'2023/11/20 17:51:41:982',14,0,0,0,0,0,0,0,0,?
759,'2023/11/20 17:51:41:999',14,0,0,0,0,0,0,0,0,?
760,'2023/11/20 17:51:42:015',14,0,0,0,0,0,0,0,0,?
761,'2023/11/20 17:51:42:032',14,0,0,0,0,0,0,0,0,?
762,'2023/11/20 17:51:42:049',14,0,0,0,0,0,0,0,0,?
763,'2023/11/20 17:51:42:066',14,0,0,0,0,0,0,0,0,?
764,'2023/11/20 17:51:42:084',14,0,0,0,0,0,0,0,0,?
765,'2023/11/20 17:51:42:099',14,0,0,0,0,0,0,0,0,?
766,'2023/11/20 17:51:42:116',14,0,0,0,0,0,0,0,0,?
767,'2023/11/20 17:51:42:132',14,0,0,0,0,0,0,0,0,?
768,'2023/11/20 17:51:42:149',14,0,0,0,0,0,0,0,0,?
769,'2023/11/20 17:51:42:166',14,0,0,0,0,0,0,0,0,?
770,'2023/11/20 17:51:42:181',14,0,0,0,0,0,0,0,0,?
771,'2023/11/20 17:51:42:199',14,0,0,0,0,0,0,0,0,?
772,'2023/11/20 17:51:42:215',14,0,0,0,0,0,0,0,0,?
773,'2023/11/20 17:51:42:231',14,0,0,0,0,0,0,0,0,?
774,'2023/11/20 17:51:42:248',14,0,0,0,0,0,0,0,0,?
775,'2023/11/20 17:51:42:265',14,0,0,0,0,0,0,0,0,?
776,'2023/11/20 17:51:42:281',14,0,0,0,0,0,0,0,0,?
777,'2023/11/20 17:51:42:298',14,0,0,0,0,0,0,0,0,?
778,'2023/11/20 17:51:42:315',14,0,0,0,0,0,0,0,0,?
779,'2023/11/20 17:51:42:332',14,0,0,0,0,0,0,0,0,?
780,'2023/11/20 17:51:42:348',14,0,0,0,0,0,0,0,0,?
781,'2023/11/20 17:51:42:366',14,0,0,0,0,0,0,0,0,?
782,'2023/11/20 17:51:42:381',14,0,0,0,0,0,0,0,0,?
783,'2023/11/20 17:51:42:398',14,0,0,0,0,0,0,0,0,?
784,'2023/11/20 17:51:42:416',14,0,0,0,0,0,0,0,0,?
785,'2023/11/20 17:51:42:432',14,0,0,0,0,0,0,0,0,?
786,'2023/11/20 17:51:42:449',14,0,0,0,0,0,0,0,0,?
787,'2023/11/20 17:51:42:466',14,0,0,0,0,0,0,0,0,?
788,'2023/11/20 17:51:42:482',14,0,0,0,0,0,0,0,0,?
789,'2023/11/20 17:51:42:499',14,0,0,0,0,0,0,0,0,?
790,'2023/11/20 17:51:42:515',14,0,0,0,0,0,0,0,0,?
791,'2023/11/20 17:51:42:532',14,0,0,0,0,0,0,0,0,?
792,'2023/11/20 17:51:42:549',14,0,0,0,0,0,0,0,0,?
793,'2023/11/20 17:51:42:565',14,0,0,0,0,0,0,0,0,?
794,'2023/11/20 17:51:42:582',14,0,0,0,0,0,0,0,0,?
795,'2023/11/20 17:51:42:598',14,0,0,0,0,0,0,0,0,?
796,'2023/11/20 17:51:42:615',14,0,0,0,0,0,0,0,0,?
797,'2023/11/20 17:51:42:632',14,0,0,0,0,0,0,0,0,?
798,'2023/11/20 17:51:42:649',14,0,0,0,0,0,0,0,0,?
799,'2023/11/20 17:51:42:665',14,0,0,0,0,0,0,0,0,?
800,'2023/11/20 17:51:42:682',14,0,0,0,0,0,0,0,0,?
801,'2023/11/20 17:51:42:699',14,0,0,0,0,0,0,0,0,?
1126,'2023/11/20 18:10:56:324',23,14.158299,2.145004,-2.748368,-2.652967,-4.701602,-4.667038,-21.346756,-6.859691,0.6
1127,'2023/11/20 18:10:56:340',23,14.158299,2.145004,-2.748368,-2.652967,-4.701602,-4.667038,-21.346756,-6.859691,0.6
1128,'2023/11/20 18:10:56:358',23,14.158299,2.145004,-2.748368,-2.652967,-4.701602,-4.667038,-21.346756,-6.859691,0.6
1129,'2023/11/20 18:10:56:374',23,14.158299,2.145004,-2.748368,-2.652967,-4.701602,-4.667038,-21.346756,-6.859691,0.6
1130,'2023/11/20 18:10:56:391',23,14.158299,2.145004,-2.748368,-2.652967,-4.701602,-4.667038,-21.346756,-6.859691,0.6
1131,'2023/11/20 18:10:56:408',23,14.158299,2.145004,-2.748368,-2.652967,-4.701602,-4.667038,-21.346756,-6.859691,0.6
1132,'2023/11/20 18:10:56:424',23,14.158299,2.145004,-2.748368,-2.652967,-4.701602,-4.667038,-21.346756,-6.859691,0.6
1133,'2023/11/20 18:10:56:440',23,14.158299,2.145004,-2.748368,-2.652967,-4.701602,-4.667038,-21.346756,-6.859691,0.6
1134,'2023/11/20 18:10:56:457',23,14.158299,2.145004,-2.748368,-2.652967,-4.701602,-4.667038,-21.346756,-6.859691,0.6
1135,'2023/11/20 18:10:56:474',23,14.158299,2.145004,-2.748368,-2.652967,-4.701602,-4.667038,-21.346756,-6.859691,0.6
1136,'2023/11/20 18:10:56:490',23,14.158299,2.145004,-2.748368,-2.652967,-4.701602,-4.667038,-21.346756,-6.859691,0.6
1137,'2023/11/20 18:10:56:509',23,14.158299,2.145004,-2.748368,-2.652967,-4.701602,-4.667038,-21.346756,-6.859691,0.6
1138,'2023/11/20 18:10:56:524',23,14.158299,2.145004,-2.748368,-2.652967,-4.701602,-4.667038,-21.346756,-6.859691,0.6
1139,'2023/11/20 18:10:56:541',23,14.158299,2.145004,-2.748368,-2.652967,-4.701602,-4.667038,-21.346756,-6.859691,0.6
1140,'2023/11/20 18:10:56:557',23,14.158299,2.145004,-2.748368,-2.652967,-4.701602,-4.667038,-21.346756,-6.859691,0.6
1141,'2023/11/20 18:10:56:575',23,14.158299,2.145004,-2.748368,-2.652967,-4.701602,-4.667038,-21.346756,-6.859691,0.6
1142,'2023/11/20 18:10:56:591',23,14.158299,2.145004,-2.748368,-2.652967,-4.701602,-4.667038,-21.346756,-6.859691,0.6
1143,'2023/11/20 18:10:56:607',23,14.158299,2.145004,-2.748368,-2.652967,-4.701602,-4.667038,-21.346756,-6.859691,0.6
1144,'2023/11/20 18:10:56:624',23,14.158299,2.145004,-2.748368,-2.652967,-4.701602,-4.667038,-21.346756,-6.859691,0.6
1145,'2023/11/20 18:10:56:640',23,14.158299,2.145004,-2.748368,-2.652967,-4.701602,-4.667038,-21.346756,-6.859691,0.6
1146,'2023/11/20 18:10:56:658',23,14.158299,2.145004,-2.748368,-2.652967,-4.701602,-4.667038,-21.346756,-6.859691,0.6
1147,'2023/11/20 18:10:56:674',23,14.158299,2.145004,-2.748368,-2.652967,-4.701602,-4.667038,-21.346756,-6.859691,0.6
1148,'2023/11/20 18:11:02:908',24,12.866104,1.192559,-3.049613,-3.068911,-6.759647,-6.807387,-18.389435,-8.021989,0.6
1149,'2023/11/20 18:11:02:923',24,12.866104,1.192559,-3.049613,-3.068911,-6.759647,-6.807387,-18.389435,-8.021989,0.6
1150,'2023/11/20 18:11:02:940',24,12.866104,1.192559,-3.049613,-3.068911,-6.759647,-6.807387,-18.389435,-8.021989,0.6
1151,'2023/11/20 18:11:02:958',24,12.866104,1.192559,-3.049613,-3.068911,-6.759647,-6.807387,-18.389435,-8.021989,0.6
1152,'2023/11/20 18:11:02:974',24,12.866104,1.192559,-3.049613,-3.068911,-6.759647,-6.807387,-18.389435,-8.021989,0.6
1153,'2023/11/20 18:11:02:991',24,12.866104,1.192559,-3.049613,-3.068911,-6.759647,-6.807387,-18.389435,-8.021989,0.6
1154,'2023/11/20 18:11:03:008',24,12.866104,1.192559,-3.049613,-3.068911,-6.759647,-6.807387,-18.389435,-8.021989,0.6
1155,'2023/11/20 18:11:03:024',24,12.866104,1.192559,-3.049613,-3.068911,-6.759647,-6.807387,-18.389435,-8.021989,0.6
1156,'2023/11/20 18:11:03:041',24,12.866104,1.192559,-3.049613,-3.068911,-6.759647,-6.807387,-18.389435,-8.021989,0.6
1157,'2023/11/20 18:11:03:058',24,12.866104,1.192559,-3.049613,-3.068911,-6.759647,-6.807387,-18.389435,-8.021989,0.6
1158,'2023/11/20 18:11:03:074',24,12.866104,1.192559,-3.049613,-3.068911,-6.759647,-6.807387,-18.389435,-8.021989,0.6
1159,'2023/11/20 18:11:03:090',24,12.866104,1.192559,-3.049613,-3.068911,-6.759647,-6.807387,-18.389435,-8.021989,0.6
1160,'2023/11/20 18:11:03:107',24,12.866104,1.192559,-3.049613,-3.068911,-6.759647,-6.807387,-18.389435,-8.021989,0.6
1161,'2023/11/20 18:11:03:124',24,12.866104,1.192559,-3.049613,-3.068911,-6.759647,-6.807387,-18.389435,-8.021989,0.6
1162,'2023/11/20 18:11:03:140',24,12.866104,1.192559,-3.049613,-3.068911,-6.759647,-6.807387,-18.389435,-8.021989,0.6
1163,'2023/11/20 18:11:03:158',24,12.866104,1.192559,-3.049613,-3.068911,-6.759647,-6.807387,-18.389435,-8.021989,0.6
1164,'2023/11/20 18:11:03:173',24,12.866104,1.192559,-3.049613,-3.068911,-6.759647,-6.807387,-18.389435,-8.021989,0.6
1165,'2023/11/20 18:11:03:191',24,12.866104,1.192559,-3.049613,-3.068911,-6.759647,-6.807387,-18.389435,-8.021989,0.6
1166,'2023/11/20 18:11:03:207',24,12.866104,1.192559,-3.049613,-3.068911,-6.759647,-6.807387,-18.389435,-8.021989,0.6
1167,'2023/11/20 18:11:03:224',24,12.866104,1.192559,-3.049613,-3.068911,-6.759647,-6.807387,-18.389435,-8.021989,0.6
1168,'2023/11/20 18:11:03:240',24,12.866104,1.192559,-3.049613,-3.068911,-6.759647,-6.807387,-18.389435,-8.021989,0.6
1169,'2023/11/20 18:11:03:257',24,12.866104,1.192559,-3.049613,-3.068911,-6.759647,-6.807387,-18.389435,-8.021989,0.6
1170,'2023/11/20 18:11:03:274',24,12.866104,1.192559,-3.049613,-3.068911,-6.759647,-6.807387,-18.389435,-8.021989,0.6
1171,'2023/11/20 18:11:03:292',24,12.866104,1.192559,-3.049613,-3.068911,-6.759647,-6.807387,-18.389435,-8.021989,0.6
1172,'2023/11/20 18:11:03:307',24,12.866104,1.192559,-3.049613,-3.068911,-6.759647,-6.807387,-18.389435,-8.021989,0.6
1173,'2023/11/20 18:11:03:324',24,12.866104,1.192559,-3.049613,-3.068911,-6.759647,-6.807387,-18.389435,-8.021989,0.6
1174,'2023/11/20 18:11:03:341',24,12.866104,1.192559,-3.049613,-3.068911,-6.759647,-6.807387,-18.389435,-8.021989,0.6
1175,'2023/11/20 18:11:08:191',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1176,'2023/11/20 18:11:08:207',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1177,'2023/11/20 18:11:08:223',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1178,'2023/11/20 18:11:08:240',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1179,'2023/11/20 18:11:08:258',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1180,'2023/11/20 18:11:08:275',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1181,'2023/11/20 18:11:08:290',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1182,'2023/11/20 18:11:08:308',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1183,'2023/11/20 18:11:08:324',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1184,'2023/11/20 18:11:08:341',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1185,'2023/11/20 18:11:08:356',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1186,'2023/11/20 18:11:08:374',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1187,'2023/11/20 18:11:08:391',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1188,'2023/11/20 18:11:08:406',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1189,'2023/11/20 18:11:08:424',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1190,'2023/11/20 18:11:08:441',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1191,'2023/11/20 18:11:08:456',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1192,'2023/11/20 18:11:08:473',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1193,'2023/11/20 18:11:08:490',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1194,'2023/11/20 18:11:08:507',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1195,'2023/11/20 18:11:08:525',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1196,'2023/11/20 18:11:08:541',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1197,'2023/11/20 18:11:08:557',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1198,'2023/11/20 18:11:08:574',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1199,'2023/11/20 18:11:08:591',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1200,'2023/11/20 18:11:08:607',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1201,'2023/11/20 18:11:08:623',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1202,'2023/11/20 18:11:08:640',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1203,'2023/11/20 18:11:08:659',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1204,'2023/11/20 18:11:08:675',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1205,'2023/11/20 18:11:08:690',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1206,'2023/11/20 18:11:08:707',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1207,'2023/11/20 18:11:08:724',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1208,'2023/11/20 18:11:08:741',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1209,'2023/11/20 18:11:08:757',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1210,'2023/11/20 18:11:08:774',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1211,'2023/11/20 18:11:08:791',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1212,'2023/11/20 18:11:08:807',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1213,'2023/11/20 18:11:08:823',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1214,'2023/11/20 18:11:08:840',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1215,'2023/11/20 18:11:08:857',25,15.430069,3.376098,-2.153788,-2.259574,-7.77365,-7.934925,-21.851704,-6.346831,0.4
1216,'2023/11/20 18:11:19:323',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1217,'2023/11/20 18:11:19:340',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1218,'2023/11/20 18:11:19:356',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1219,'2023/11/20 18:11:19:373',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1220,'2023/11/20 18:11:19:390',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1221,'2023/11/20 18:11:19:406',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1222,'2023/11/20 18:11:19:424',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1223,'2023/11/20 18:11:19:440',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1224,'2023/11/20 18:11:19:456',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1225,'2023/11/20 18:11:19:473',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1226,'2023/11/20 18:11:19:489',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1227,'2023/11/20 18:11:19:506',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1228,'2023/11/20 18:11:19:523',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1229,'2023/11/20 18:11:19:540',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1230,'2023/11/20 18:11:19:556',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1231,'2023/11/20 18:11:19:573',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1232,'2023/11/20 18:11:19:590',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1233,'2023/11/20 18:11:19:606',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1234,'2023/11/20 18:11:19:623',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1235,'2023/11/20 18:11:19:639',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1236,'2023/11/20 18:11:19:657',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1237,'2023/11/20 18:11:19:673',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1238,'2023/11/20 18:11:19:690',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1239,'2023/11/20 18:11:19:706',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1240,'2023/11/20 18:11:19:725',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1241,'2023/11/20 18:11:19:739',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1242,'2023/11/20 18:11:19:756',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1243,'2023/11/20 18:11:19:773',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1244,'2023/11/20 18:11:19:790',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1245,'2023/11/20 18:11:19:806',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1246,'2023/11/20 18:11:19:823',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1247,'2023/11/20 18:11:19:839',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1248,'2023/11/20 18:11:19:857',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1249,'2023/11/20 18:11:19:874',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1250,'2023/11/20 18:11:19:890',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1251,'2023/11/20 18:11:19:905',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1252,'2023/11/20 18:11:19:923',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1253,'2023/11/20 18:11:19:940',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1254,'2023/11/20 18:11:19:956',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1255,'2023/11/20 18:11:19:972',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1256,'2023/11/20 18:11:19:990',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1257,'2023/11/20 18:11:20:005',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1258,'2023/11/20 18:11:20:024',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1259,'2023/11/20 18:11:20:042',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1260,'2023/11/20 18:11:20:056',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1261,'2023/11/20 18:11:20:072',26,14.994391,1.568949,-3.148479,-3.15706,-4.580622,-4.65386,-20.364147,-6.881834,0.7
1262,'2023/11/20 18:11:25:041',27,13.815462,2.00823,-2.825099,-2.801968,-5.250882,-5.343179,-20.505013,-6.966169,0.75
1263,'2023/11/20 18:11:25:056',27,13.815462,2.00823,-2.825099,-2.801968,-5.250882,-5.343179,-20.505013,-6.966169,0.75
1264,'2023/11/20 18:11:25:073',27,13.815462,2.00823,-2.825099,-2.801968,-5.250882,-5.343179,-20.505013,-6.966169,0.75
1265,'2023/11/20 18:11:25:090',27,13.815462,2.00823,-2.825099,-2.801968,-5.250882,-5.343179,-20.505013,-6.966169,0.75
1266,'2023/11/20 18:11:25:107',27,13.815462,2.00823,-2.825099,-2.801968,-5.250882,-5.343179,-20.505013,-6.966169,0.75
1267,'2023/11/20 18:11:25:124',27,13.815462,2.00823,-2.825099,-2.801968,-5.250882,-5.343179,-20.505013,-6.966169,0.75
1268,'2023/11/20 18:11:25:139',27,13.815462,2.00823,-2.825099,-2.801968,-5.250882,-5.343179,-20.505013,-6.966169,0.75
1269,'2023/11/20 18:11:25:155',27,13.815462,2.00823,-2.825099,-2.801968,-5.250882,-5.343179,-20.505013,-6.966169,0.75
1270,'2023/11/20 18:11:25:174',27,13.815462,2.00823,-2.825099,-2.801968,-5.250882,-5.343179,-20.505013,-6.966169,0.75
1271,'2023/11/20 18:11:25:190',27,13.815462,2.00823,-2.825099,-2.801968,-5.250882,-5.343179,-20.505013,-6.966169,0.75
1272,'2023/11/20 18:11:25:208',27,13.815462,2.00823,-2.825099,-2.801968,-5.250882,-5.343179,-20.505013,-6.966169,0.75
1273,'2023/11/20 18:11:25:223',27,13.815462,2.00823,-2.825099,-2.801968,-5.250882,-5.343179,-20.505013,-6.966169,0.75
1274,'2023/11/20 18:11:25:240',27,13.815462,2.00823,-2.825099,-2.801968,-5.250882,-5.343179,-20.505013,-6.966169,0.75
1275,'2023/11/20 18:11:25:257',27,13.815462,2.00823,-2.825099,-2.801968,-5.250882,-5.343179,-20.505013,-6.966169,0.75
1276,'2023/11/20 18:11:25:274',27,13.815462,2.00823,-2.825099,-2.801968,-5.250882,-5.343179,-20.505013,-6.966169,0.75
